"id","title_ru","title_ro","title_en","body_ru","body_ro","body_en","materiale_cat_id","created_at","updated_at"
"35","2-е послание к Тимофею","2 Timotei","2 Timothy","<p>2 Тимофею - Курс об ученичестве.</p>
<p>Павел
передал весть Евангелия Тимофею и другим
верующим. Сохраняете ли вы сокровише
Слова Божьего, которое было вам вверено.
Соблюдаете ли вы его в своей жизни?
Своими словами? Даже в испытаниях?</p>","<p><img src=""/system/images/491/detail_preview/30_2_Timotei_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" /> 2 Timotei - Un studiu despre&nbsp;ucenicizare<br /><br /> Apostolul Pavel a încredinţat
Evanghelia lui Timotei şi&nbsp;altora. Învaţă cum protejează şi răspândeşte Cuvântul adevărului
un ispravnic credincios - chiar şi în
mijlocul persecuţiei.&nbsp;&nbsp;</p>","<p><span id=""result_box"" lang=""en""><span class=""hps"">Paul</span><span>'s </span><span class=""hps"">entrusted</span> </span><span id=""result_box"" lang=""en""><span> the Gospel</span> </span><span id=""result_box"" lang=""en""><span class=""hps"">to </span></span><span id=""result_box"" lang=""en""><span class=""hps"">Timothy and to </span></span><span id=""result_box"" lang=""en""><span class=""hps"">other</span> <span class=""hps"">Christians.</span>&nbsp; <span class=""hps"">Do you Keep</span> <span class=""hps"">the</span> <span class=""hps"">treasure</span> <span class=""hps"">of the Word of</span> <span class=""hps"">God</span> <span class=""hps"">that</span> <span class=""hps"">was</span> <span class=""hps"">entrusted to</span> <span class=""hps"">you</span><span>?</span> <span class=""hps"">Do </span><span class=""hps"">you</span> <span class=""hps"">keep it in</span> <span class=""hps"">your life</span><span>?</span> <span class=""hps"">By</span> <span class=""hps"">your words</span><span>?</span> <span class=""hps"">Even</span> <span class=""hps"">in the midst of</span> <span class=""hps"">persecution</span><span>?</span></span></p>","4","2011-01-11 12:56:21","2015-07-22 03:06:37"
"36","Послание к Титу","Tit","Titus","<p>Тит - Как
целомудеренно жить в обществе, которое потеряло уважение к Богу?</p>
<p>Что отражате твоя жизнь: Бога или окружающую культуру? Откройте для себя то, что происходит с народом, лишенным всякой морали, в то время, когда христиане знают Слово Бога и живут, полагаясь на Его истину.</p>","<p><img src=""/system/images/492/detail_preview/31_Tit_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" /> Tit - Cum să trăieşti având un
caracter integru într-o societate
care şi-a pierdut respectul
pentru Dumnezeu
<br /><br /> Ce reflectă modul tău de viaţă: Îl
reflectă pe Dumnezeu sau cultura
din jurul tău? Descoperă ce se
întâmplă cu o naţiune lipsită de
valori morale atunci când credincioşii
cunosc Cuvântul lui Dumnezeu şi
trăiesc bazaţi pe adevărul Său.&nbsp;&nbsp;</p>","<p>How do you live with integrity in a nation without morals? Can the 
church effectively engage and change this destructive condition in our 
society? How does your life reflect your faith? You can change the 
culture into which God has called you.</p>","4","2011-01-18 18:02:05","2015-07-22 03:14:22"
"37","Послание к Евреям ч.1","Evrei p.1","Hebrews p.1","<p>Евреям ч. 1 - Устремите свой взгляд на Иисуса, Великого Первосвященника.</p>
<p>Бог, в последнии дни, говорил нам в Сыне Своем Иисусе. Узнайте о верховном главенстве Иисуса над всем, а также о нашем великом спасении в этом курсе, который открывает нам закон и пророков Ветхого Завета.&nbsp;</p>","<p><img src=""/system/images/513/detail_preview/32_Evrei_1_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" /> Evrei 1 - Aţinteşte-ţi privirea la
Isus, Marele tău Preot milos
(Evrei 1-4)
<br /><br /> Dumnezeu, la sfârşitul acestor
zile, ne-a vorbit prin Fiul Său Isus.
Învaţă despre superioritatea lui
Isus faţă de toţi şi despre marea
noastră mântuire prin acest studiu
care luminează legea şi prorociile
Vechiului Testament.&nbsp;&nbsp;</p>","<p>In these last days, God has spoken to us in His Son. What does He say 
about Jesus, angels, and our great salvation? Learn about Jesus' 
superiority to all in this exciting study of Hebrews 1- 4 that 
enlightens and enlivens Old Testament law and prophecy.&nbsp;</p>","4","2011-01-18 18:05:34","2015-07-22 03:24:51"
"38","Откровение ч.1","Apocalipsa p.1","Revelation p.1","<p><img src=""/system/images/459/detail_preview/_1.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Откровение ч. 1 - Послание Иисуса к церквям (1-3 главы)</p>
<p>Изучите послание Бога к семи церквям, находящимся
в Асии. Вы узнаете о том, как эти послания, записанные Иоанном в
столь далекое время, еще говорят
сегодняшней церкви.</p>","<p><img src=""/system/images/506/detail_preview/37_Apoc_1_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" /> Apocalipsa 1 - Mesajul lui Isus
pentru biserică<br /> (Apocalipsa 1-3)
<br /><br /> Studiază mesajele lui Dumnezeu
pentru cele şapte biserici din Asia
şi vezi cum mesajele Sale scrise
de Ioan cu mult timp în urmă încă
vorbesc bisericii de astăzi.&nbsp;&nbsp;</p>","<p>Chapters 1-3 of Revelation contain God's messages to the seven churches 
of Asia. See how His messages recorded by John so long ago still speak 
to the church today.</p>","4","2011-01-18 18:09:08","2015-07-22 16:44:52"
"39","Откровение ч.2","Apocalipsa p.2","Revelation p.2","<p><img src=""https://lh5.googleusercontent.com/-nzTixy4Kg-Q/SsO6NlQHAuI/AAAAAAAAAs0/hhd6xHXJWro/s128/otkrovenie0002.jpg"" border=""0"" alt=""Откровение 2"" width=""91"" height=""128"" style=""float: left; margin: 2px 5px;"" />Откровение ч. 2 - Открытие книги Откровение (4-22)</p>
<p><br />Откройте для себя, что точно говорит Бог о событиях последних дней. Вы сможете больше узнать о Божьем троне, о семи печатях, о четырех всадниках, о новом небе и новой земле.&nbsp;</p>","<p><img src=""/system/images/507/detail_preview/38_Apoc_2_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Apocalipsa 2 - Descoperirea
cărţii Apocalipsa (Apocalipsa 4-22)
<br /><br /> Descoperă exact ce spune
Dumnezeu că se va întâmpla în
zilele de pe urmă. Învaţă despre
scaunul Său de domnie, cele şapte
peceţi, cei patru călăreţi şi despre
cerul nou şi pământul nou.&nbsp;&nbsp;</p>","<p>The focus of chapters 4-22 is the end times. Through careful observation
 of the text, discover exactly what God says will take place.&nbsp;</p>","4","2011-01-18 18:10:23","2015-07-22 17:07:20"
"40","Откровение ч.3","Apocalipsa p.3","Revelation p.3","<p>Откровение ч. 3 - &bdquo;Какой
признак Твоего пришествия и кончины
века?""<br />Исследуйте
взаимосвязь между книгой Откровение и
Евангелиями для понимания пророчеств
и истин, относительно последних дней. Изучите пророческие книги и учение Евангелия, чтобы увидеть как это все исполнится в последние дни.</p>","<p><img src=""/system/images/508/detail_preview/39_Apoc_3_RO.jpg"" border=""0"" alt=""image"" width=""150"" height=""206"" style=""float: left;"" />Apocalipsa 3 - &bdquo;Care va fi semnul
venirii Tale şi al sfârşitului
veacului acestuia?""</p>
<p>(Apocalipsa 5-22 şi Evangheliile)
Explorează relaţia dintre
Evanghelii şi cartea Apocalipsei.
Studiază prorociile şi învăţăturile
Evangheliilor şi cum se vor împlini
acestea în zilele de pe urmă.&nbsp;</p>","<p>Explore the relationship of the book of Revelation to the Gospels -- 
realize the prophecies and teachings they contain about the last days.&nbsp;</p>","4","2011-01-18 18:11:53","2015-07-22 17:13:09"
"41","Откровение ч.4","Apocalipsa p.4","Revelation p.4","<p>Откровение ч. 4 - Толкование книги Откровения в свете
библейских пророчеств. (Откровение 5-22 главы и пророки).</p>
<p>Тексты
касающиеся библейских пророчеств,
особенно из Ветхого Завета включены в
этот финальный курс книги Откровения,
чтобы дополнить ваши исследование об
эсхаталогии.</p>","<p><img src=""/system/images/509/detail_preview/40_Apoc_4_RO.jpg"" border=""0"" alt=""image"" width=""150"" height=""200"" style=""float: left;"" /></p>
<p>Apocalipsa 4 - Interpretarea
Apocalipsei în lumina prorociilor
biblice<br /> (Apocalipsa 5-22 şi prorocii)
<br /><br /> Textele privitoare la prorociile
biblice, în special cele din Vechiul
Testament, sunt incluse în acest
studiu final al Apocalipsei, pentru
a completa studiul tău privitor la
escatologie.&nbsp;</p>","<p>Interpreting Revelation in the Light of Biblical Prophecy. <br /> Passages concerning biblical prophecy, especially from the Old 
Testament, are included in this final study of Revelation to complete 
your study of eschatology.&nbsp;</p>","4","2011-01-18 18:12:45","2015-08-14 10:36:22"
"42","Послание Иакова","Iacov","James","<p><img src=""/system/images/458/detail_preview/_.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" />Послание Иакова - О вере живой</p>
<p>Что
такое истинная вера? Как следует вести
христианскую жизнь? Каждый стих этого
практического послания полон наставлений,
советов и ободрения. Научитесь Божьим
истинам для правильного отношения к
испытаниям, искушениям, общению и
к прелестям этого мира.</p>","<p><img src=""/system/images/510/detail_preview/34_Iacov_RO.jpg"" border=""0"" alt=""image"" width=""278"" height=""370"" style=""float: left; margin-left: 5px; margin-right: 5px;"" /></p>
<p>Послание Иакова - Истинная вера</p>
<p>Care
este credința adevărată? Cum trebuie să trăiești viața
creștină? Fiecare verset din acest studiu practic este plin de
instrucțiuni, sfaturi și &icirc;ncurajări. &Icirc;nvață principiile lui
Dumnezeu pentru abordarea corectă a &icirc;ncercărilor, ispitelor, a
limbii și a atracțiilor lumii.</p>","<p><span id=""result_box"" lang=""en""><span class=""hps"">What</span> <span class=""hps"">is</span> <span class=""hps"">true faith</span><span>?</span> <span class=""hps"">How to</span> <span class=""hps"">live</span> <span class=""hps"">the Christian life</span><span>?</span> <span class=""hps"">Each</span> <span class=""hps"">verse of</span> <span class=""hps"">this study</span> <span class=""hps"">is full of</span> <span class=""hps"">practical</span> <span class=""hps"">guidance</span><span>, advice and encouragement</span><span>.</span> <span class=""hps"">Learn</span> <span class=""hps"">God's</span> <span class=""hps"">principles</span> <span class=""hps"">for</span> <span class=""hps"">the correct approach</span> <span class=""hps"">to</span> <span class=""hps"">tests,</span> <span class=""hps"">temptations</span><span>, world&nbsp;</span><span class=""hps"">attractions</span> <span class=""hps"">and the</span> tongue<span>.</span></span></p>","4","2011-01-18 18:16:19","2015-08-14 10:39:39"
"43","1-е послание Петра","1 Petru","1 Peter","<p><img style=""float: left;"" src=""../../system/images/956/detail_preview/Cover-1-Peter-_RU_-Press-Quality_-2015-_Adults_-1.jpg?1498420003"" /></p>
<p style=""text-align: left;"">1 Послание Петра - Как остаться непоколебимым, проходя испытания</p>
<p style=""text-align: left;"">Готовы ли вы к страданиям? Откроют ли испытания и гонения вашу веру и принесут ли славу Богу? Исследуйте то, что говорит апостол Петр верующим, которые проходили через испытания, чтобы быть готовым и сохранить непоколебимость в трудные времена.</p>
<p style=""text-align: left;"">&nbsp;</p>","<p><img style=""float: left; margin-left: 5px; margin-right: 5px;"" src=""../../system/images/502/detail_preview/35_1_Petru_RO.jpg"" alt=""image"" width=""278"" height=""370"" border=""0"" /></p>
<p>1 Petru - Cum să rămâi tare când eşti încercat</p>
<p>Suferinţele, necazurile şi persecuţiile îţi dovedesc credinţa şi aduc slavă lui Dumnezeu. Studiază ce le spune apostolul Petru credincioşilor care trec prin necazuri ca să fii pregătit să stai tare în vremuri grele.&nbsp;&nbsp;</p>","<p><span id=""result_box"" lang=""en""><span class=""hps"">Are you ready</span> <span class=""hps"">for</span> <span class=""hps"">suffering?</span> <span class=""hps"">Will the</span> <span class=""hps"">trials and</span> <span class=""hps"">persecutions</span></span><span id=""result_box"" lang=""en""><span class=""hps""> reveal</span>&nbsp;</span><span id=""result_box"" lang=""en""><span class=""hps"">your faith</span> and<span class=""hps""> bring</span> <span class=""hps"">glory to God</span>? <span class=""hps"">Listen to</span> <span class=""hps"">what</span> <span class=""hps"">Peter</span> <span class=""hps"">has</span> <span class=""hps"">told</span> <span class=""hps"">the believers </span><span class=""hps"">who are going through</span> <span class=""hps"">trials.</span></span></p>
<p>&nbsp;</p>","4","2011-01-18 18:20:42","2017-06-25 19:49:59"
"44","Нагорная проповедь","Predica de pe Munte","Cermon on the Mount","<p><img src=""/system/images/659/detail_preview/_-_.jpg"" border=""0"" alt=""image"" width=""253"" height=""338"" style=""float: left;"" />Вера,
которая не допускает компромиссов -
получит награду в будущем, а также жизнь
полную мира здесь на земле. Обретите
глубокое понимание плода и той уверенности,
которые сопровождают праведность в
жизни истинного верующего. Никогда вы не будете относиться к блаженствам так,
как относились до этого!</p>","<p>Credinței
care nu face compromisuri i se promite o răsplată &icirc;n lumea
viitoare și de asemenea o viață plină de pace &icirc;n această lume.
Dob&acirc;ndește o &icirc;nțelegere mai ad&acirc;ncă a roadei și siguranței
care &icirc;nsoțesc neprihănirea &icirc;n viața unui credincios
adevărat. Niciodată nu vei mai privi Fericirile ca p&acirc;nă acum!</p>","<p><span id=""result_box"" lang=""en""><span class=""hps"">Faith</span> <span class=""hps"">that does not compromise</span> <span class=""hps"">is promised</span> <span class=""hps"">a reward</span> <span class=""hps"">in the future world</span> <span class=""hps"">and</span> <span class=""hps"">also</span> <span class=""hps"">a life of</span> <span class=""hps"">peace</span> <span class=""hps"">in this world</span><span>.</span> <span class=""hps"">Acquire a</span> <span class=""hps"">deep</span>er <span class=""hps"">understanding</span> <span class=""hps"">of</span> <span class=""hps"">fruit bearing </span><span class=""hps"">and</span> </span><span id=""result_box"" lang=""en""><span class=""hps"">safety </span></span><span id=""result_box"" lang=""en""><span class=""hps"">accompanying </span></span><span id=""result_box"" lang=""en""><span class=""hps"">righteousness</span></span><span id=""result_box"" lang=""en"">&nbsp; <span class=""hps"">in the life of a</span> <span class=""hps"">true believer</span>&nbsp;<span>.</span> <span class=""hps"">You will</span> <span class=""hps"">never</span> <span class=""hps"">see the </span>B<span class=""hps"">lessings as you've seen them so far!</span><span class=""hps"">!</span></span></p>","4","2011-01-19 09:49:59","2016-02-08 14:22:20"
